Tournament,Stage,Match Type,Map,Agent,Pick Rate
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,jett,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,breach,1.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,kayo,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,viper,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,gekko,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,killjoy,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,neon,0.5
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,sage,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,reyna,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,astra,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,phoenix,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,iso,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,harbor,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,fade,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,clove,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,chamber,0.0
Valorant Champions 2024,Group Stage,Winner's (C),Sunset,yoru,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,omen,1.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,cypher,0.75
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,fade,0.75
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,raze,0.75
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,deadlock,0.5
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,kayo,0.25
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,sova,0.25
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,clove,0.25
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,breach,0.25
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,neon,0.25
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,viper,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,skye,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,sage,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,reyna,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,phoenix,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,astra,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,killjoy,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,jett,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,iso,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,harbor,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,gekko,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,chamber,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,brimstone,0.0
Valorant Champions 2024,Group Stage,Elimination (C),All Maps,yoru,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,omen,1.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,cypher,1.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,fade,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,raze,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,deadlock,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,kayo,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,sova,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,clove,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,breach,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,neon,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,viper,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,skye,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,sage,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,reyna,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,phoenix,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,astra,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,killjoy,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,jett,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,iso,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,harbor,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,gekko,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,chamber,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,brimstone,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Sunset,yoru,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,omen,1.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,cypher,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,fade,1.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,raze,1.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,deadlock,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,kayo,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,sova,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,clove,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,breach,0.5
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,neon,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,viper,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,skye,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,sage,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,reyna,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,phoenix,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,astra,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,killjoy,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,jett,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,iso,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,harbor,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,gekko,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,chamber,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,brimstone,0.0
Valorant Champions 2024,Group Stage,Elimination (C),Lotus,yoru,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,sova,1.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,omen,0.5
Valorant Champions 2024,Group Stage,Decider (C),All Maps,viper,0.5
Valorant Champions 2024,Group Stage,Decider (C),All Maps,cypher,0.5
Valorant Champions 2024,Group Stage,Decider (C),All Maps,jett,0.5
Valorant Champions 2024,Group Stage,Decider (C),All Maps,killjoy,0.5
Valorant Champions 2024,Group Stage,Decider (C),All Maps,neon,0.5
Valorant Champions 2024,Group Stage,Decider (C),All Maps,kayo,0.25
Valorant Champions 2024,Group Stage,Decider (C),All Maps,gekko,0.25
Valorant Champions 2024,Group Stage,Decider (C),All Maps,harbor,0.25
Valorant Champions 2024,Group Stage,Decider (C),All Maps,breach,0.25
Valorant Champions 2024,Group Stage,Decider (C),All Maps,skye,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,sage,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,reyna,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,raze,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,astra,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,phoenix,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,iso,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,fade,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,deadlock,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,clove,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,chamber,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,brimstone,0.0
Valorant Champions 2024,Group Stage,Decider (C),All Maps,yoru,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,sova,1.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,omen,1.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,viper,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,cypher,1.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,jett,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,killjoy,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,neon,1.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,kayo,0.5
Valorant Champions 2024,Group Stage,Decider (C),Sunset,gekko,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,harbor,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,breach,0.5
Valorant Champions 2024,Group Stage,Decider (C),Sunset,skye,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,sage,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,reyna,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,raze,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,astra,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,phoenix,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,iso,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,fade,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,deadlock,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,clove,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,chamber,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,brimstone,0.0
Valorant Champions 2024,Group Stage,Decider (C),Sunset,yoru,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,sova,1.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,omen,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,viper,1.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,cypher,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,jett,1.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,killjoy,1.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,neon,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,kayo,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,gekko,0.5
Valorant Champions 2024,Group Stage,Decider (C),Icebox,harbor,0.5
Valorant Champions 2024,Group Stage,Decider (C),Icebox,breach,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,skye,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,sage,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,reyna,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,raze,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,astra,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,phoenix,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,iso,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,fade,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,deadlock,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,clove,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,chamber,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,brimstone,0.0
Valorant Champions 2024,Group Stage,Decider (C),Icebox,yoru,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,viper,0.75
Valorant Champions 2024,Group Stage,Opening (D),All Maps,fade,0.63
Valorant Champions 2024,Group Stage,Opening (D),All Maps,omen,0.5
Valorant Champions 2024,Group Stage,Opening (D),All Maps,gekko,0.38
Valorant Champions 2024,Group Stage,Opening (D),All Maps,jett,0.38
Valorant Champions 2024,Group Stage,Opening (D),All Maps,raze,0.38
Valorant Champions 2024,Group Stage,Opening (D),All Maps,killjoy,0.38
Valorant Champions 2024,Group Stage,Opening (D),All Maps,brimstone,0.25
Valorant Champions 2024,Group Stage,Opening (D),All Maps,neon,0.25
Valorant Champions 2024,Group Stage,Opening (D),All Maps,sova,0.25
Valorant Champions 2024,Group Stage,Opening (D),All Maps,breach,0.25
Valorant Champions 2024,Group Stage,Opening (D),All Maps,kayo,0.13
Valorant Champions 2024,Group Stage,Opening (D),All Maps,cypher,0.13
Valorant Champions 2024,Group Stage,Opening (D),All Maps,harbor,0.13
Valorant Champions 2024,Group Stage,Opening (D),All Maps,clove,0.13
Valorant Champions 2024,Group Stage,Opening (D),All Maps,sage,0.13
Valorant Champions 2024,Group Stage,Opening (D),All Maps,skye,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,astra,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,reyna,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,phoenix,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,iso,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,deadlock,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,chamber,0.0
Valorant Champions 2024,Group Stage,Opening (D),All Maps,yoru,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,viper,0.5
Valorant Champions 2024,Group Stage,Opening (D),Lotus,fade,0.75
Valorant Champions 2024,Group Stage,Opening (D),Lotus,omen,1.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,gekko,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,jett,0.5
Valorant Champions 2024,Group Stage,Opening (D),Lotus,raze,0.25
Valorant Champions 2024,Group Stage,Opening (D),Lotus,killjoy,0.25
Valorant Champions 2024,Group Stage,Opening (D),Lotus,brimstone,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,neon,0.5
Valorant Champions 2024,Group Stage,Opening (D),Lotus,sova,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,breach,0.5
Valorant Champions 2024,Group Stage,Opening (D),Lotus,kayo,0.25
Valorant Champions 2024,Group Stage,Opening (D),Lotus,cypher,0.25
Valorant Champions 2024,Group Stage,Opening (D),Lotus,harbor,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,clove,0.25
Valorant Champions 2024,Group Stage,Opening (D),Lotus,sage,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,skye,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,astra,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,reyna,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,phoenix,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,iso,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,deadlock,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,chamber,0.0
Valorant Champions 2024,Group Stage,Opening (D),Lotus,yoru,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,viper,1.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,fade,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,omen,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,gekko,0.5
Valorant Champions 2024,Group Stage,Opening (D),Icebox,jett,0.5
Valorant Champions 2024,Group Stage,Opening (D),Icebox,raze,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,killjoy,1.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,brimstone,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,neon,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,sova,1.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,breach,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,kayo,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,cypher,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,harbor,0.5
Valorant Champions 2024,Group Stage,Opening (D),Icebox,clove,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,sage,0.5
Valorant Champions 2024,Group Stage,Opening (D),Icebox,skye,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,astra,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,reyna,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,phoenix,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,iso,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,deadlock,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,chamber,0.0
Valorant Champions 2024,Group Stage,Opening (D),Icebox,yoru,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,viper,1.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,fade,1.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,omen,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,gekko,1.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,jett,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,raze,1.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,killjoy,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,brimstone,1.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,neon,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,sova,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,breach,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,kayo,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,cypher,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,harbor,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,clove,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,sage,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,skye,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,astra,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,reyna,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,phoenix,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,iso,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,deadlock,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,chamber,0.0
Valorant Champions 2024,Group Stage,Opening (D),Bind,yoru,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,viper,0.83
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,sova,0.67
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,gekko,0.5
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,killjoy,0.5
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,brimstone,0.33
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,raze,0.33
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,omen,0.33
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,yoru,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,breach,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,skye,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,neon,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,kayo,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,jett,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,harbor,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,fade,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,cypher,0.17
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,iso,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,phoenix,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,deadlock,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,reyna,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,sage,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,clove,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,chamber,0.0
Valorant Champions 2024,Group Stage,Winner's (D),All Maps,astra,0.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,viper,1.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,sova,0.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,gekko,1.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,killjoy,0.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,brimstone,1.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,raze,1.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,omen,0.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,yoru,0.0
Valorant Champions 2024,Group Stage,Winner's (D),Bind,breach,0.0
